Experiment,Type,Replicate,Observation,Well Row,Well Col,Content,fret_channel,donor_channel,acceptor_channel,concentration
data_001,blank,1,1,K,1,blank_1,49973,1524,233268,1e3
data_001,blank,1,2,K,2,blank_1,25305,1236,119382,500
data_001,blank,1,3,K,3,blank_1,12781,977,57591,250
data_001,blank,1,4,K,4,blank_1,6188,906,27695,125
data_001,blank,1,5,K,5,blank_1,3652,890,15248,62.5
data_001,blank,1,6,K,6,blank_1,2171,898,8278,31.25
data_001,blank,1,7,K,7,blank_1,1088,1135,4085,15.625
data_001,blank,1,8,K,8,blank_1,608,873,2260,7.8125
data_001,blank,1,9,K,9,blank_1,556,940,1275,3.90625
data_001,blank,1,10,K,10,blank_1,419,822,396,1.953125
data_001,blank,1,11,K,11,blank_1,250,946,306,0.9765625
data_001,blank,1,12,K,12,blank_1,243,800,196,0.48828125
data_001,blank,1,13,K,13,blank_1,214,1101,127,0.244140625
data_001,blank,1,14,K,14,blank_1,301,971,87,0.122070313
data_001,blank,1,15,K,15,blank_1,166,826,80,0.061035156
data_001,blank,1,16,K,16,blank_1,207,961,59,0.030517578
data_001,blank,1,17,K,17,blank_1,197,921,56,0.015258789
data_001,blank,1,18,K,18,blank_1,228,823,64,0.007629395
data_001,blank,1,19,K,19,blank_1,291,836,62,0.003814697
data_001,blank,1,20,K,20,blank_1,203,901,66,0.001907349
data_001,blank,1,21,K,21,blank_1,187,796,44,0
data_001,blank,1,22,K,22,blank_1,106,863,39,0
data_001,blank,1,23,K,23,blank_1,164,827,37,0
data_001,blank,1,24,K,24,blank_1,217,931,41,0
data_001,blank,2,1,L,1,blank_2,50370,1381,236021,1e3
data_001,blank,2,2,L,2,blank_2,22501,1130,105392,500
data_001,blank,2,3,L,3,blank_2,13549,920,59539,250
data_001,blank,2,4,L,4,blank_2,7104,868,33934,125
data_001,blank,2,5,L,5,blank_2,4004,1031,17809,62.5
data_001,blank,2,6,L,6,blank_2,2471,853,9896,31.25
data_001,blank,2,7,L,7,blank_2,1189,851,5028,15.625
data_001,blank,2,8,L,8,blank_2,662,800,2446,7.8125
data_001,blank,2,9,L,9,blank_2,475,882,1546,3.90625
data_001,blank,2,10,L,10,blank_2,272,934,774,1.953125
data_001,blank,2,11,L,11,blank_2,273,770,460,0.9765625
data_001,blank,2,12,L,12,blank_2,211,882,262,0.48828125
data_001,blank,2,13,L,13,blank_2,278,852,183,0.244140625
data_001,blank,2,14,L,14,blank_2,221,873,98,0.122070313
data_001,blank,2,15,L,15,blank_2,180,796,81,0.061035156
data_001,blank,2,16,L,16,blank_2,148,765,91,0.030517578
data_001,blank,2,17,L,17,blank_2,206,852,57,0.015258789
data_001,blank,2,18,L,18,blank_2,176,780,53,0.007629395
data_001,blank,2,19,L,19,blank_2,211,644,50,0.003814697
data_001,blank,2,20,L,20,blank_2,181,925,44,0.001907349
data_001,blank,2,21,L,21,blank_2,84,810,37,0
data_001,blank,2,22,L,22,blank_2,146,800,43,0
data_001,blank,2,23,L,23,blank_2,234,732,42,0
data_001,blank,2,24,L,24,blank_2,128,791,34,0
data_001,titration,1,1,M,1,titration_1,54940,174303,225066,1e3
data_001,titration,1,2,M,2,titration_1,28376,167788,105112,500
data_001,titration,1,3,M,3,titration_1,18146,172231,61448,250
data_001,titration,1,4,M,4,titration_1,10891,167409,31650,125
data_001,titration,1,5,M,5,titration_1,7198,225186,16980,62.5
data_001,titration,1,6,M,6,titration_1,4581,178663,11210,31.25
data_001,titration,1,7,M,7,titration_1,2944,174556,5544,15.625
data_001,titration,1,8,M,8,titration_1,2223,181120,3245,7.8125
data_001,titration,1,9,M,9,titration_1,1775,183991,1832,3.90625
data_001,titration,1,10,M,10,titration_1,1158,174696,983,1.953125
data_001,titration,1,11,M,11,titration_1,899,189066,643,0.9765625
data_001,titration,1,12,M,12,titration_1,729,176207,318,0.48828125
data_001,titration,1,13,M,13,titration_1,971,233805,228,0.244140625
data_001,titration,1,14,M,14,titration_1,614,174785,164,0.122070313
data_001,titration,1,15,M,15,titration_1,779,178511,107,0.061035156
data_001,titration,1,16,M,16,titration_1,2683,196929,100,0.030517578
data_001,titration,1,17,M,17,titration_1,664,185618,81,0.015258789
data_001,titration,1,18,M,18,titration_1,611,187243,71,0.007629395
data_001,titration,1,19,M,19,titration_1,901,188714,55,0.003814697
data_001,titration,1,20,M,20,titration_1,559,178206,46,0.001907349
data_001,titration,1,21,M,21,titration_1,634,225263,32,0
data_001,titration,1,22,M,22,titration_1,849,183259,41,0
data_001,titration,1,23,M,23,titration_1,612,178116,37,0
data_001,titration,1,24,M,24,titration_1,497,136525,31,0
data_001,titration,2,1,N,1,titration_2,54745,160340,221410,1e3
data_001,titration,2,2,N,2,titration_2,25145,168451,94630,500
data_001,titration,2,3,N,3,titration_2,16351,161323,59028,250
data_001,titration,2,4,N,4,titration_2,11572,168414,34720,125
data_001,titration,2,5,N,5,titration_2,8060,161110,21872,62.5
data_001,titration,2,6,N,6,titration_2,4655,180187,11053,31.25
data_001,titration,2,7,N,7,titration_2,2858,172971,5446,15.625
data_001,titration,2,8,N,8,titration_2,1996,168146,3533,7.8125
data_001,titration,2,9,N,9,titration_2,1960,176598,2393,3.90625
data_001,titration,2,10,N,10,titration_2,1051,171919,841,1.953125
data_001,titration,2,11,N,11,titration_2,1143,170895,755,0.9765625
data_001,titration,2,12,N,12,titration_2,1015,177912,422,0.48828125
data_001,titration,2,13,N,13,titration_2,919,180413,241,0.244140625
data_001,titration,2,14,N,14,titration_2,930,197221,181,0.122070313
data_001,titration,2,15,N,15,titration_2,683,170780,92,0.061035156
data_001,titration,2,16,N,16,titration_2,619,186125,72,0.030517578
data_001,titration,2,17,N,17,titration_2,645,171204,56,0.015258789
data_001,titration,2,18,N,18,titration_2,493,186985,46,0.007629395
data_001,titration,2,19,N,19,titration_2,665,185053,42,0.003814697
data_001,titration,2,20,N,20,titration_2,893,180041,40,0.001907349
data_001,titration,2,21,N,21,titration_2,678,181957,33,0
data_001,titration,2,22,N,22,titration_2,770,177300,31,0
data_001,titration,2,23,N,23,titration_2,815,175524,34,0
data_001,titration,2,24,N,24,titration_2,225,596,28,0
data_002,titration,1,1,A,1,titration_1,37600,184137,260000,1e3
data_002,titration,1,2,A,2,titration_1,18218,184150,113683,500
data_002,titration,1,3,A,3,titration_1,13449,183172,69410,250
data_002,titration,1,4,A,4,titration_1,9082,187676,36515,125
data_002,titration,1,5,A,5,titration_1,5639,187174,18094,62.5
data_002,titration,1,6,A,6,titration_1,3708,186292,10183,31.25
data_002,titration,1,7,A,7,titration_1,2827,186723,4805,15.625
data_002,titration,1,8,A,8,titration_1,1701,185270,2659,7.8125
data_002,titration,1,9,A,9,titration_1,1601,188225,1472,3.90625
data_002,titration,1,10,A,10,titration_1,1106,183379,782,1.953125
data_002,titration,1,11,A,11,titration_1,1021,187289,436,0.9765625
data_002,titration,1,12,A,12,titration_1,940,185156,274,0.48828125
data_002,titration,1,13,A,13,titration_1,903,184851,172,0.244140625
data_002,titration,1,14,A,14,titration_1,860,187193,125,0.122070313
data_002,titration,1,15,A,15,titration_1,832,189474,104,0.061035156
data_002,titration,1,16,A,16,titration_1,884,188088,81,0.030517578
data_002,titration,1,17,A,17,titration_1,874,187102,76,0.015258789
data_002,titration,1,18,A,18,titration_1,986,190805,75,0.007629395
data_002,titration,1,19,A,19,titration_1,1036,185332,71,0.003814697
data_002,titration,1,20,A,20,titration_1,848,187259,65,0.001907349
data_002,titration,1,21,A,21,titration_1,1009,180892,71,0
data_002,titration,1,22,A,22,titration_1,882,182658,65,0
data_002,titration,1,23,A,23,titration_1,830,185421,69,0
data_002,titration,1,24,A,24,titration_1,1014,180535,48,0
data_002,titration,2,1,B,1,titration_2,36176,175944,260000,1e3
data_002,titration,2,2,B,2,titration_2,19584,178403,115046,500
data_002,titration,2,3,B,3,titration_2,12505,176297,64451,250
data_002,titration,2,4,B,4,titration_2,7963,178599,34929,125
data_002,titration,2,5,B,5,titration_2,6394,182054,20226,62.5
data_002,titration,2,6,B,6,titration_2,3874,177845,12199,31.25
data_002,titration,2,7,B,7,titration_2,2663,185519,6248,15.625
data_002,titration,2,8,B,8,titration_2,2294,183496,3835,7.8125
data_002,titration,2,9,B,9,titration_2,1748,186456,2193,3.90625
data_002,titration,2,10,B,10,titration_2,1415,180198,1486,1.953125
data_002,titration,2,11,B,11,titration_2,1185,176841,772,0.9765625
data_002,titration,2,12,B,12,titration_2,1166,178821,465,0.48828125
data_002,titration,2,13,B,13,titration_2,1035,176556,319,0.244140625
data_002,titration,2,14,B,14,titration_2,839,183497,195,0.122070313
data_002,titration,2,15,B,15,titration_2,882,187630,149,0.061035156
data_002,titration,2,16,B,16,titration_2,1077,186208,142,0.030517578
data_002,titration,2,17,B,17,titration_2,847,179428,94,0.015258789
data_002,titration,2,18,B,18,titration_2,806,186797,98,0.007629395
data_002,titration,2,19,B,19,titration_2,979,176224,86,0.003814697
data_002,titration,2,20,B,20,titration_2,915,184804,82,0.001907349
data_002,titration,2,21,B,21,titration_2,910,184779,60,0
data_002,titration,2,22,B,22,titration_2,876,183493,63,0
data_002,titration,2,23,B,23,titration_2,860,195419,74,0
data_002,titration,2,24,B,24,titration_2,925,177866,56,0
data_002,blank,1,1,C,1,blank_1,19699,1021,176359,1e3
data_002,blank,1,2,C,2,blank_1,11270,1010,102179,500
data_002,blank,1,3,C,3,blank_1,7405,932,65101,250
data_002,blank,1,4,C,4,blank_1,4112,741,34938,125
data_002,blank,1,5,C,5,blank_1,2583,781,20122,62.5
data_002,blank,1,6,C,6,blank_1,1420,854,10893,31.25
data_002,blank,1,7,C,7,blank_1,1052,712,5885,15.625
data_002,blank,1,8,C,8,blank_1,671,809,3435,7.8125
data_002,blank,1,9,C,9,blank_1,418,751,2017,3.90625
data_002,blank,1,10,C,10,blank_1,322,712,1269,1.953125
data_002,blank,1,11,C,11,blank_1,335,848,827,0.9765625
data_002,blank,1,12,C,12,blank_1,335,790,535,0.48828125
data_002,blank,1,13,C,13,blank_1,289,835,369,0.244140625
data_002,blank,1,14,C,14,blank_1,264,736,266,0.122070313
data_002,blank,1,15,C,15,blank_1,368,727,193,0.061035156
data_002,blank,1,16,C,16,blank_1,220,800,129,0.030517578
data_002,blank,1,17,C,17,blank_1,333,744,110,0.015258789
data_002,blank,1,18,C,18,blank_1,264,729,98,0.007629395
data_002,blank,1,19,C,19,blank_1,165,712,73,0.003814697
data_002,blank,1,20,C,20,blank_1,239,813,79,0.001907349
data_002,blank,1,21,C,21,blank_1,272,780,72,0
data_002,blank,1,22,C,22,blank_1,238,775,98,0
data_002,blank,1,23,C,23,blank_1,247,741,85,0
data_002,blank,1,24,C,24,blank_1,221,610,58,0
data_002,blank,2,1,D,1,blank_2,17699,910,163636,1e3
data_002,blank,2,2,D,2,blank_2,12317,1149,110352,500
data_002,blank,2,3,D,3,blank_2,6102,971,55024,250
data_002,blank,2,4,D,4,blank_2,4161,843,36545,125
data_002,blank,2,5,D,5,blank_2,2431,880,19290,62.5
data_002,blank,2,6,D,6,blank_2,1700,762,12334,31.25
data_002,blank,2,7,D,7,blank_2,722,772,5548,15.625
data_002,blank,2,8,D,8,blank_2,590,704,3009,7.8125
data_002,blank,2,9,D,9,blank_2,463,719,1750,3.90625
data_002,blank,2,10,D,10,blank_2,485,749,1211,1.953125
data_002,blank,2,11,D,11,blank_2,223,731,651,0.9765625
data_002,blank,2,12,D,12,blank_2,332,708,425,0.48828125
data_002,blank,2,13,D,13,blank_2,280,758,257,0.244140625
data_002,blank,2,14,D,14,blank_2,277,678,189,0.122070313
data_002,blank,2,15,D,15,blank_2,226,815,141,0.061035156
data_002,blank,2,16,D,16,blank_2,326,695,110,0.030517578
data_002,blank,2,17,D,17,blank_2,153,765,79,0.015258789
data_002,blank,2,18,D,18,blank_2,232,816,97,0.007629395
data_002,blank,2,19,D,19,blank_2,272,731,74,0.003814697
data_002,blank,2,20,D,20,blank_2,292,767,69,0.001907349
data_002,blank,2,21,D,21,blank_2,163,778,72,0
data_002,blank,2,22,D,22,blank_2,345,714,80,0
data_002,blank,2,23,D,23,blank_2,236,749,65,0
data_002,blank,2,24,D,24,blank_2,243,697,52,0
data_004,blank,1,1,I,1,blank_1,32722,1379,179198,1e3
data_004,blank,1,2,I,2,blank_1,15396,1196,80606,500
data_004,blank,1,3,I,3,blank_1,7139,1037,40004,250
data_004,blank,1,4,I,4,blank_1,4390,992,22369,125
data_004,blank,1,5,I,5,blank_1,2131,957,11147,62.5
data_004,blank,1,6,I,6,blank_1,1632,936,6435,31.25
data_004,blank,1,7,I,7,blank_1,932,899,3460,15.625
data_004,blank,1,8,I,8,blank_1,736,1063,2142,7.8125
data_004,blank,1,9,I,9,blank_1,475,855,1217,3.90625
data_004,blank,1,10,I,10,blank_1,472,1053,702,1.953125
data_004,blank,1,11,I,11,blank_1,393,846,448,0.9765625
data_004,blank,1,12,I,12,blank_1,370,914,321,0.48828125
data_004,blank,1,13,I,13,blank_1,428,1083,205,0.244140625
data_004,blank,1,14,I,14,blank_1,249,979,148,0.122070313
data_004,blank,1,15,I,15,blank_1,271,865,113,0.061035156
data_004,blank,1,16,I,16,blank_1,287,946,98,0.030517578
data_004,blank,1,17,I,17,blank_1,269,876,81,0.015258789
data_004,blank,1,18,I,18,blank_1,290,918,71,0.007629395
data_004,blank,1,19,I,19,blank_1,416,844,60,0.003814697
data_004,blank,1,20,I,20,blank_1,338,985,68,0.001907349
data_004,blank,1,21,I,21,blank_1,262,872,53,0
data_004,blank,1,22,I,22,blank_1,256,971,66,0
data_004,blank,1,23,I,23,blank_1,318,912,61,0
data_004,blank,1,24,I,24,blank_1,221,893,47,0
data_004,blank,2,1,J,1,blank_2,30513,1211,166854,1e3
data_004,blank,2,2,J,2,blank_2,14723,1109,80182,500
data_004,blank,2,3,J,3,blank_2,7047,1062,37018,250
data_004,blank,2,4,J,4,blank_2,4077,988,21180,125
data_004,blank,2,5,J,5,blank_2,2736,923,12169,62.5
data_004,blank,2,6,J,6,blank_2,1503,950,6827,31.25
data_004,blank,2,7,J,7,blank_2,1127,822,4223,15.625
data_004,blank,2,8,J,8,blank_2,588,897,2584,7.8125
data_004,blank,2,9,J,9,blank_2,474,831,1460,3.90625
data_004,blank,2,10,J,10,blank_2,580,878,879,1.953125
data_004,blank,2,11,J,11,blank_2,349,855,489,0.9765625
data_004,blank,2,12,J,12,blank_2,293,826,337,0.48828125
data_004,blank,2,13,J,13,blank_2,337,880,220,0.244140625
data_004,blank,2,14,J,14,blank_2,218,1023,160,0.122070313
data_004,blank,2,15,J,15,blank_2,271,1252,82,0.061035156
data_004,blank,2,16,J,16,blank_2,276,956,78,0.030517578
data_004,blank,2,17,J,17,blank_2,329,920,70,0.015258789
data_004,blank,2,18,J,18,blank_2,283,1187,62,0.007629395
data_004,blank,2,19,J,19,blank_2,284,810,57,0.003814697
data_004,blank,2,20,J,20,blank_2,324,900,63,0.001907349
data_004,blank,2,21,J,21,blank_2,303,863,50,0
data_004,blank,2,22,J,22,blank_2,265,861,65,0
data_004,blank,2,23,J,23,blank_2,298,1014,58,0
data_004,blank,2,24,J,24,blank_2,285,935,46,0
data_004,titration,1,1,K,1,titration_1,37139,158291,164976,1e3
data_004,titration,1,2,K,2,titration_1,21061,168509,80212,500
data_004,titration,1,3,K,3,titration_1,12196,176051,32933,250
data_004,titration,1,4,K,4,titration_1,9700,173806,22641,125
data_004,titration,1,5,K,5,titration_1,8040,173059,14647,62.5
data_004,titration,1,6,K,6,titration_1,5527,176338,7732,31.25
data_004,titration,1,7,K,7,titration_1,4191,175378,4440,15.625
data_004,titration,1,8,K,8,titration_1,3137,176711,2565,7.8125
data_004,titration,1,9,K,9,titration_1,2229,180565,1515,3.90625
data_004,titration,1,10,K,10,titration_1,1573,169557,897,1.953125
data_004,titration,1,11,K,11,titration_1,1166,181029,521,0.9765625
data_004,titration,1,12,K,12,titration_1,1117,177537,376,0.48828125
data_004,titration,1,13,K,13,titration_1,1021,182670,225,0.244140625
data_004,titration,1,14,K,14,titration_1,838,176784,161,0.122070313
data_004,titration,1,15,K,15,titration_1,879,191078,120,0.061035156
data_004,titration,1,16,K,16,titration_1,861,182167,90,0.030517578
data_004,titration,1,17,K,17,titration_1,808,185923,76,0.015258789
data_004,titration,1,18,K,18,titration_1,802,185567,58,0.007629395
data_004,titration,1,19,K,19,titration_1,657,170099,55,0.003814697
data_004,titration,1,20,K,20,titration_1,623,175725,53,0.001907349
data_004,titration,1,21,K,21,titration_1,823,178700,58,0
data_004,titration,1,22,K,22,titration_1,937,181125,53,0
data_004,titration,1,23,K,23,titration_1,717,174601,50,0
data_004,titration,1,24,K,24,titration_1,659,175176,46,0
data_004,titration,2,1,L,1,titration_2,34896,154833,157590,1e3
data_004,titration,2,2,L,2,titration_2,21289,171468,77251,500
data_004,titration,2,3,L,3,titration_2,13579,172323,38802,250
data_004,titration,2,4,L,4,titration_2,8636,168889,20224,125
data_004,titration,2,5,L,5,titration_2,6957,168645,13812,62.5
data_004,titration,2,6,L,6,titration_2,5251,178488,7396,31.25
data_004,titration,2,7,L,7,titration_2,3840,171638,4562,15.625
data_004,titration,2,8,L,8,titration_2,2813,177946,2730,7.8125
data_004,titration,2,9,L,9,titration_2,2233,176952,1597,3.90625
data_004,titration,2,10,L,10,titration_2,1684,164184,860,1.953125
data_004,titration,2,11,L,11,titration_2,1333,178433,559,0.9765625
data_004,titration,2,12,L,12,titration_2,1072,179300,352,0.48828125
data_004,titration,2,13,L,13,titration_2,948,176060,243,0.244140625
data_004,titration,2,14,L,14,titration_2,890,175414,147,0.122070313
data_004,titration,2,15,L,15,titration_2,938,182628,109,0.061035156
data_004,titration,2,16,L,16,titration_2,779,173780,94,0.030517578
data_004,titration,2,17,L,17,titration_2,932,185680,67,0.015258789
data_004,titration,2,18,L,18,titration_2,909,185666,51,0.007629395
data_004,titration,2,19,L,19,titration_2,705,172132,55,0.003814697
data_004,titration,2,20,L,20,titration_2,833,174606,52,0.001907349
data_004,titration,2,21,L,21,titration_2,945,176983,48,0
data_004,titration,2,22,L,22,titration_2,614,176906,48,0
data_004,titration,2,23,L,23,titration_2,649,181172,41,0
data_004,titration,2,24,L,24,titration_2,758,174428,43,0
data_006,blank,1,1,E,1,blank_1,27507,1527,180706,1e3
data_006,blank,1,2,E,2,blank_1,12797,1118,81296,500
data_006,blank,1,3,E,3,blank_1,7095,1103,45215,250
data_006,blank,1,4,E,4,blank_1,4161,951,23985,125
data_006,blank,1,5,E,5,blank_1,2743,899,15361,62.5
data_006,blank,1,6,E,6,blank_1,1755,984,9282,31.25
data_006,blank,1,7,E,7,blank_1,907,898,5793,15.625
data_006,blank,1,8,E,8,blank_1,842,886,3525,7.8125
data_006,blank,1,9,E,9,blank_1,682,888,2082,3.90625
data_006,blank,1,10,E,10,blank_1,480,932,1277,1.953125
data_006,blank,1,11,E,11,blank_1,439,931,679,0.9765625
data_006,blank,1,12,E,12,blank_1,330,952,484,0.48828125
data_006,blank,1,13,E,13,blank_1,404,1245,208,0.244140625
data_006,blank,1,14,E,14,blank_1,277,1098,162,0.122070313
data_006,blank,1,15,E,15,blank_1,359,912,118,0.061035156
data_006,blank,1,16,E,16,blank_1,292,1070,108,0.030517578
data_006,blank,1,17,E,17,blank_1,227,846,76,0.015258789
data_006,blank,1,18,E,18,blank_1,185,860,81,0.007629395
data_006,blank,1,19,E,19,blank_1,264,803,63,0.003814697
data_006,blank,1,20,E,20,blank_1,347,858,79,0.001907349
data_006,blank,1,21,E,21,blank_1,274,885,53,0
data_006,blank,1,22,E,22,blank_1,254,847,66,0
data_006,blank,1,23,E,23,blank_1,263,859,67,0
data_006,blank,1,24,E,24,blank_1,304,966,46,0
data_006,blank,2,1,F,1,blank_2,29461,1644,183921,1e3
data_006,blank,2,2,F,2,blank_2,12365,1207,78515,500
data_006,blank,2,3,F,3,blank_2,7873,1055,49115,250
data_006,blank,2,4,F,4,blank_2,4601,984,25444,125
data_006,blank,2,5,F,5,blank_2,2870,994,16059,62.5
data_006,blank,2,6,F,6,blank_2,1829,938,9642,31.25
data_006,blank,2,7,F,7,blank_2,1072,976,4619,15.625
data_006,blank,2,8,F,8,blank_2,929,849,3034,7.8125
data_006,blank,2,9,F,9,blank_2,532,833,1630,3.90625
data_006,blank,2,10,F,10,blank_2,461,843,1083,1.953125
data_006,blank,2,11,F,11,blank_2,416,886,540,0.9765625
data_006,blank,2,12,F,12,blank_2,331,896,315,0.48828125
data_006,blank,2,13,F,13,blank_2,289,989,251,0.244140625
data_006,blank,2,14,F,14,blank_2,201,984,142,0.122070313
data_006,blank,2,15,F,15,blank_2,144,1039,93,0.061035156
data_006,blank,2,16,F,16,blank_2,213,927,83,0.030517578
data_006,blank,2,17,F,17,blank_2,218,892,81,0.015258789
data_006,blank,2,18,F,18,blank_2,282,876,64,0.007629395
data_006,blank,2,19,F,19,blank_2,214,905,62,0.003814697
data_006,blank,2,20,F,20,blank_2,347,835,59,0.001907349
data_006,blank,2,21,F,21,blank_2,267,917,62,0
data_006,blank,2,22,F,22,blank_2,269,928,55,0
data_006,blank,2,23,F,23,blank_2,226,1008,58,0
data_006,blank,2,24,F,24,blank_2,252,978,44,0
data_006,titration,1,1,G,1,titration_1,34156,163351,182990,1e3
data_006,titration,1,2,G,2,titration_1,17095,174409,78987,500
data_006,titration,1,3,G,3,titration_1,12386,176733,46426,250
data_006,titration,1,4,G,4,titration_1,8309,180695,27377,125
data_006,titration,1,5,G,5,titration_1,5858,177855,17288,62.5
data_006,titration,1,6,G,6,titration_1,4271,183146,11048,31.25
data_006,titration,1,7,G,7,titration_1,3119,181874,5808,15.625
data_006,titration,1,8,G,8,titration_1,2497,183089,3872,7.8125
data_006,titration,1,9,G,9,titration_1,1836,205788,2599,3.90625
data_006,titration,1,10,G,10,titration_1,1497,173640,1663,1.953125
data_006,titration,1,11,G,11,titration_1,1225,183549,993,0.9765625
data_006,titration,1,12,G,12,titration_1,1171,182348,609,0.48828125
data_006,titration,1,13,G,13,titration_1,1050,185241,357,0.244140625
data_006,titration,1,14,G,14,titration_1,909,182082,262,0.122070313
data_006,titration,1,15,G,15,titration_1,1050,188428,187,0.061035156
data_006,titration,1,16,G,16,titration_1,931,186624,121,0.030517578
data_006,titration,1,17,G,17,titration_1,885,186341,87,0.015258789
data_006,titration,1,18,G,18,titration_1,970,190195,88,0.007629395
data_006,titration,1,19,G,19,titration_1,802,181930,66,0.003814697
data_006,titration,1,20,G,20,titration_1,818,180764,65,0.001907349
data_006,titration,1,21,G,21,titration_1,857,183117,51,0
data_006,titration,1,22,G,22,titration_1,840,183997,58,0
data_006,titration,1,23,G,23,titration_1,929,181890,54,0
data_006,titration,1,24,G,24,titration_1,858,179654,54,0
data_006,titration,2,1,H,1,titration_2,32581,160843,185801,1e3
data_006,titration,2,2,H,2,titration_2,17902,174220,86038,500
data_006,titration,2,3,H,3,titration_2,11190,177075,46584,250
data_006,titration,2,4,H,4,titration_2,7727,180329,25923,125
data_006,titration,2,5,H,5,titration_2,5927,177729,15369,62.5
data_006,titration,2,6,H,6,titration_2,3285,184215,7892,31.25
data_006,titration,2,7,H,7,titration_2,2420,178437,4781,15.625
data_006,titration,2,8,H,8,titration_2,1844,182256,3095,7.8125
data_006,titration,2,9,H,9,titration_2,1453,182317,1648,3.90625
data_006,titration,2,10,H,10,titration_2,1190,168515,1141,1.953125
data_006,titration,2,11,H,11,titration_2,950,185757,752,0.9765625
data_006,titration,2,12,H,12,titration_2,1446,186058,542,0.48828125
data_006,titration,2,13,H,13,titration_2,925,176705,296,0.244140625
data_006,titration,2,14,H,14,titration_2,933,184497,218,0.122070313
data_006,titration,2,15,H,15,titration_2,925,184173,150,0.061035156
data_006,titration,2,16,H,16,titration_2,822,186553,119,0.030517578
data_006,titration,2,17,H,17,titration_2,742,184840,75,0.015258789
data_006,titration,2,18,H,18,titration_2,890,191836,81,0.007629395
